,userId,movieId,rating,timestamp
0,18276.0,4545.0,2.0,1016063181.0
1,18276.0,4545.0,2.0,1016063181.0
2,18276.0,4205.0,5.0,1016063199.0
3,9279.0,8644.0,2.5,1091595766.0
4,9279.0,8464.0,4.0,1086245955.0
5,9279.0,8119.0,3.5,1092869220.0
6,9279.0,7820.0,4.5,1109953746.0
7,9279.0,7386.0,3.5,1083431327.0
8,9279.0,7319.0,4.0,1109402784.0
9,9279.0,7247.0,2.5,1075776867.0
10,9279.0,7247.0,2.5,1075776867.0
11,9279.0,7153.0,3.0,1073090603.0
12,9279.0,7099.0,5.0,1120153331.0
13,9279.0,7064.0,5.0,1075785357.0
14,9279.0,7023.0,3.5,1070983190.0
15,9279.0,7022.0,4.5,1074716601.0
16,9279.0,6807.0,4.0,1066375150.0
17,9279.0,6709.0,0.5,1075165438.0
18,9279.0,6464.0,3.0,1080712217.0
19,9279.0,6433.0,4.0,1059331171.0
20,9279.0,6423.0,2.0,1059331522.0
21,9279.0,6305.0,1.0,1051137650.0
22,9279.0,6294.0,0.5,1107127200.0
23,9279.0,6250.0,0.5,1073457019.0
24,9279.0,6242.0,5.0,1051135988.0
25,9279.0,6178.0,5.0,1051137677.0
26,9279.0,6062.0,4.5,1095440749.0
27,9279.0,5990.0,4.0,1058747289.0
28,9279.0,5883.0,4.5,1059429908.0
29,9279.0,5780.0,5.0,1051145572.0
30,9279.0,5780.0,5.0,1051145572.0
31,9279.0,5693.0,3.0,1051153100.0
32,9279.0,5679.0,2.0,1070336780.0
33,9279.0,5669.0,4.0,1051136488.0
34,9279.0,5591.0,3.0,1068280499.0
35,9279.0,5591.0,3.0,1068280499.0
36,9279.0,5583.0,3.0,1051135874.0
37,9279.0,5556.0,0.5,1109893373.0
38,9279.0,5541.0,4.0,1056046039.0
39,9279.0,5428.0,1.5,1055609288.0
40,9279.0,5421.0,3.0,1054759736.0
41,9279.0,5310.0,2.0,1051134975.0
42,9279.0,5219.0,0.5,1065419708.0
43,9279.0,5159.0,5.0,1077415372.0
44,9279.0,5103.0,3.5,1079981272.0
45,9279.0,5047.0,4.0,1085531479.0
46,9279.0,5026.0,5.0,1051136957.0
47,9279.0,5026.0,5.0,1051136957.0
48,9279.0,4993.0,4.0,1051136488.0
49,9279.0,4974.0,3.0,1051137349.0
50,9279.0,4912.0,5.0,1051153137.0
51,9279.0,4898.0,4.0,1057194324.0
52,9279.0,4876.0,3.0,1051135737.0
53,9279.0,4873.0,4.0,1051136548.0
54,9279.0,4865.0,4.0,1051134816.0
55,9279.0,4865.0,4.0,1051134816.0
56,9279.0,4821.0,1.0,1051136957.0
57,9279.0,4744.0,5.0,1051135737.0
58,9279.0,4744.0,5.0,1051135737.0
59,9279.0,4728.0,4.0,1051137170.0
60,9279.0,4725.0,1.0,1051135549.0
61,9279.0,4713.0,4.0,1051146219.0
62,9279.0,4705.0,4.0,1055357993.0
63,9279.0,4705.0,4.0,1055357993.0
64,9279.0,4705.0,4.0,1055357993.0
65,9279.0,4621.0,2.0,1056046045.0
66,9279.0,4587.0,5.0,1051146284.0
67,9279.0,4571.0,4.0,1051147916.0
68,9279.0,4403.0,2.0,1054785908.0
69,9279.0,4381.0,4.5,1085532251.0
70,9279.0,4356.0,4.0,1051134933.0
71,9279.0,4356.0,4.0,1051134933.0
72,9279.0,4305.0,0.5,1054244354.0
73,9279.0,4277.0,3.0,1073522439.0
74,9279.0,4277.0,3.0,1073522439.0
75,9279.0,4277.0,3.0,1073522439.0
76,9279.0,4248.0,4.0,1085532707.0
77,9279.0,4248.0,4.0,1085532707.0
78,9279.0,4205.0,4.0,986513373.0
79,9279.0,4169.0,3.0,1051137297.0
80,9279.0,4167.0,5.0,984785408.0
81,9279.0,4155.0,1.0,1051137409.0
82,9279.0,4143.0,4.0,1051134770.0
83,9279.0,4128.0,5.0,1051135065.0
84,9279.0,4077.0,5.0,1051136827.0
85,9279.0,4027.0,5.0,1051136596.0
86,9279.0,4021.0,5.0,991009343.0
87,9279.0,3996.0,5.0,980368802.0
88,9279.0,3977.0,5.0,973458555.0
89,9279.0,3956.0,3.0,971831875.0
90,9279.0,3953.0,3.0,985998228.0
91,9279.0,3953.0,3.0,985998228.0
92,9279.0,3949.0,5.0,991354336.0
93,9279.0,3936.0,3.0,1051576387.0
94,9279.0,3936.0,3.0,1051576387.0
95,9279.0,3915.0,1.0,1051136957.0
96,9279.0,3893.0,4.0,1059705728.0
97,9279.0,3863.0,5.0,966903864.0
98,9279.0,3859.0,4.0,1051136651.0
99,9279.0,3840.0,5.0,1051135634.0
100,9279.0,3826.0,2.0,965436828.0
101,9279.0,3819.0,4.0,1051648653.0
102,9279.0,3816.0,4.0,987349666.0
103,9279.0,3794.0,3.0,988229241.0
104,9279.0,3787.0,2.0,1085532227.0
105,9279.0,3787.0,2.0,1085532227.0
106,9279.0,3732.0,2.0,960937582.0
107,9279.0,3727.0,4.0,1060008672.0
108,9279.0,3715.0,3.0,992323835.0
109,9279.0,3715.0,3.0,992323835.0
110,9279.0,3693.0,5.0,1051135382.0
111,9279.0,3693.0,5.0,1051135382.0
112,9279.0,3676.0,5.0,1051135065.0
113,9279.0,3619.0,4.0,981425299.0
114,9279.0,3608.0,5.0,958774186.0
115,9279.0,3563.0,4.0,985189277.0
116,9279.0,3545.0,0.5,1070002581.0
117,9279.0,3489.0,3.0,1066375272.0
118,9279.0,3477.0,2.0,1055357770.0
119,9279.0,3472.0,4.0,1054090070.0
120,9279.0,3453.0,5.0,955328222.0
121,9279.0,3453.0,5.0,955328222.0
122,9279.0,3438.0,5.0,1051147963.0
123,9279.0,3409.0,4.0,953870305.0
124,9279.0,3400.0,3.0,1051149456.0
125,9279.0,3354.0,2.0,953241708.0
126,9279.0,3324.0,4.0,968509728.0
127,9279.0,3324.0,4.0,968509728.0
128,9279.0,3307.0,4.0,1083431352.0
129,9279.0,3289.0,3.0,984260222.0
130,9279.0,3271.0,4.0,949274935.0
131,9279.0,3264.0,3.0,949271494.0
132,9279.0,3262.0,5.0,1091235061.0
133,9279.0,3258.0,4.0,949272216.0
134,9279.0,3216.0,3.0,1059330888.0
135,9279.0,3186.0,3.0,992323755.0
136,9279.0,3176.0,3.0,972611582.0
137,9279.0,3121.0,2.0,1051134850.0
138,9279.0,3083.0,5.0,963891676.0
139,9279.0,3076.0,3.0,1068279792.0
140,9279.0,3076.0,3.0,1068279792.0
141,9279.0,3033.0,5.0,963000715.0
142,9279.0,3016.0,5.0,1051135127.0
143,9279.0,3007.0,4.0,1051154620.0
144,9279.0,3000.0,5.0,1054097696.0
